,researchExp,industryExp,internExp,greV,greQ,journalPubs,confPubs,univName,year,targetRank,admit
13810,0,24,6.0,149.0,164.0,0,0,University of Minnesota Twin Cities,2015,32,0
13811,0,0,0.0,150.0,167.0,0,0,University of Minnesota Twin Cities,2014,32,0
13812,12,0,3.0,160.0,166.0,0,1,University of Minnesota Twin Cities,2015,32,0
13813,0,0,0.0,153.0,165.0,0,0,University of Minnesota Twin Cities,2014,32,0
13814,0,0,0.0,159.0,166.0,0,0,University of Minnesota Twin Cities,2013,32,0
13815,0,55,0.0,159.0,165.0,0,0,University of Minnesota Twin Cities,2014,32,0
13816,0,0,0.0,149.0,165.0,0,0,University of Minnesota Twin Cities,2013,32,0
13817,0,0,0.0,154.0,167.0,1,0,University of Minnesota Twin Cities,2015,32,0
13818,0,0,0.0,157.0,157.0,0,0,University of Minnesota Twin Cities,2011,32,0
13819,0,22,0.0,156.0,166.0,0,0,University of Minnesota Twin Cities,2014,32,0
13820,0,24,6.0,157.0,170.0,0,0,University of Minnesota Twin Cities,2015,32,0
13821,0,0,0.0,152.0,159.0,0,0,University of Minnesota Twin Cities,2014,32,0
13822,0,0,0.0,160.0,163.0,0,0,University of Minnesota Twin Cities,2012,32,0
13823,0,0,0.0,160.0,166.0,0,0,University of Minnesota Twin Cities,2012,32,0
13824,0,0,2.0,153.0,170.0,0,0,University of Minnesota Twin Cities,2015,32,0
13825,0,0,0.0,160.0,164.0,0,0,University of Minnesota Twin Cities,2011,32,0
13826,0,0,0.0,158.0,166.0,0,0,University of Minnesota Twin Cities,2012,32,0
13827,0,0,0.0,156.0,164.0,0,0,University of Minnesota Twin Cities,2012,32,0
13828,0,0,0.0,158.0,163.0,0,0,University of Minnesota Twin Cities,2011,32,0
13829,0,0,0.0,158.0,166.0,0,0,University of Minnesota Twin Cities,2012,32,0
13830,0,0,0.0,157.0,163.0,0,0,University of Minnesota Twin Cities,2013,32,0
13831,0,0,0.0,154.0,157.0,0,0,University of Minnesota Twin Cities,2013,32,0
13832,0,0,0.0,158.0,164.0,0,0,University of Minnesota Twin Cities,2013,32,0
13833,0,0,0.0,154.0,161.0,0,0,University of Minnesota Twin Cities,2013,32,0
13834,0,0,0.0,152.0,164.0,0,0,University of Minnesota Twin Cities,2011,32,0
13835,0,31,5.0,148.0,161.0,0,0,University of Minnesota Twin Cities,2014,32,0
13837,0,0,0.0,155.0,170.0,0,0,University of Minnesota Twin Cities,2014,32,0
13838,0,0,0.0,158.0,166.0,0,0,University of Minnesota Twin Cities,2011,32,0
13839,0,0,0.0,155.0,168.0,0,0,University of Minnesota Twin Cities,2013,32,0
13840,0,0,0.0,159.0,165.0,0,0,University of Minnesota Twin Cities,2013,32,0
13841,0,18,0.0,154.0,161.0,0,0,University of Minnesota Twin Cities,2015,32,0
13842,0,0,0.0,148.0,161.0,0,0,University of Minnesota Twin Cities,2012,32,0
13843,0,0,0.0,156.0,163.0,0,0,University of Minnesota Twin Cities,2011,32,0
13844,0,0,0.0,156.0,166.0,0,0,University of Minnesota Twin Cities,2006,32,0
13845,0,0,0.0,149.0,163.0,0,0,University of Minnesota Twin Cities,2013,32,0
13846,0,0,0.0,154.0,163.0,0,0,University of Minnesota Twin Cities,2006,32,0
13847,0,0,0.0,162.0,156.0,0,0,University of Minnesota Twin Cities,2012,32,0
13848,0,36,0.0,148.0,169.0,0,0,University of Minnesota Twin Cities,2015,32,0
13849,0,0,0.0,148.0,165.0,0,0,University of Minnesota Twin Cities,2014,32,0
13850,0,0,0.0,155.0,164.0,0,0,University of Minnesota Twin Cities,2014,32,0
13851,0,0,0.0,159.0,164.0,0,0,University of Minnesota Twin Cities,2014,32,0
13852,0,0,0.0,157.0,169.0,0,0,University of Minnesota Twin Cities,2013,32,0
13853,0,0,0.0,149.0,159.0,0,0,University of Minnesota Twin Cities,2013,32,0
13854,0,25,0.0,150.0,163.0,0,0,University of Minnesota Twin Cities,2016,32,0
13855,0,0,0.0,143.0,167.0,0,0,University of Minnesota Twin Cities,2014,32,0
13856,0,0,0.0,158.0,159.0,0,0,University of Minnesota Twin Cities,2009,32,0
13857,0,0,0.0,148.0,166.0,0,0,University of Minnesota Twin Cities,2012,32,0
13858,0,1,1.0,157.0,167.0,0,1,University of Minnesota Twin Cities,2014,32,0
13859,0,0,0.0,147.0,166.0,0,0,University of Minnesota Twin Cities,2012,32,0
13860,0,0,0.0,162.0,160.0,0,0,University of Minnesota Twin Cities,2012,32,0
13861,0,0,0.0,162.0,163.0,0,0,University of Minnesota Twin Cities,2008,32,0
13862,0,0,0.0,164.0,166.0,1,0,University of Minnesota Twin Cities,2012,32,0
13863,0,0,0.0,149.0,168.0,0,0,University of Minnesota Twin Cities,2013,32,0
13864,0,0,0.0,162.0,166.0,0,0,University of Minnesota Twin Cities,2012,32,0
13865,0,0,0.0,164.0,168.0,0,0,University of Minnesota Twin Cities,2013,32,0
13866,24,0,9.0,154.0,162.0,1,2,University of Minnesota Twin Cities,2015,32,0
13867,0,0,0.0,151.0,165.0,0,0,University of Minnesota Twin Cities,2013,32,0
13868,0,0,0.0,153.0,168.0,0,0,University of Minnesota Twin Cities,2013,32,0
13869,0,0,0.0,147.0,158.0,0,0,University of Minnesota Twin Cities,2013,32,0
13870,0,31,5.0,161.0,170.0,0,0,University of Minnesota Twin Cities,2015,32,0
13871,0,0,0.0,154.0,164.0,0,0,University of Minnesota Twin Cities,2011,32,0
13872,0,0,0.0,153.0,166.0,0,0,University of Minnesota Twin Cities,2014,32,0
13873,0,0,0.0,150.0,154.0,0,0,University of Minnesota Twin Cities,2013,32,0
13874,0,0,0.0,158.0,164.0,0,0,University of Minnesota Twin Cities,2013,32,0
13875,0,0,0.0,159.0,160.0,0,0,University of Minnesota Twin Cities,2011,32,0
13876,0,0,0.0,160.0,164.0,0,0,University of Minnesota Twin Cities,2011,32,0
13877,0,50,0.0,156.0,167.0,0,0,University of Minnesota Twin Cities,2014,32,0
13878,0,0,0.0,151.0,166.0,0,0,University of Minnesota Twin Cities,2015,32,0
13879,0,0,0.0,163.0,166.0,0,0,University of Minnesota Twin Cities,2013,32,0
13880,0,0,0.0,149.0,163.0,0,0,University of Minnesota Twin Cities,2011,32,0
13881,0,0,0.0,165.0,166.0,0,0,University of Minnesota Twin Cities,2014,32,0
13882,0,0,0.0,150.0,160.0,0,0,University of Minnesota Twin Cities,2013,32,0
13883,0,0,0.0,162.0,166.0,0,0,University of Minnesota Twin Cities,2011,32,0
13884,0,0,0.0,154.0,161.0,0,0,University of Minnesota Twin Cities,2011,32,0
13885,30,0,0.0,154.0,163.0,0,1,University of Minnesota Twin Cities,2015,32,0
13886,0,0,0.0,158.0,168.0,0,0,University of Minnesota Twin Cities,,32,0
13887,0,0,0.0,154.0,164.0,0,0,University of Minnesota Twin Cities,2011,32,0
13888,0,0,0.0,154.0,166.0,0,0,University of Minnesota Twin Cities,2011,32,0
13889,0,0,0.0,153.0,162.0,0,0,University of Minnesota Twin Cities,2015,32,0
13890,0,0,0.0,151.0,159.0,0,0,University of Minnesota Twin Cities,2013,32,0
13891,0,0,0.0,154.0,159.0,0,0,University of Minnesota Twin Cities,2012,32,0
13892,36,48,3.0,141.0,167.0,0,0,University of Minnesota Twin Cities,2014,32,0
13893,0,0,0.0,163.0,162.0,0,0,University of Minnesota Twin Cities,2013,32,0
13894,22,24,4.0,148.0,162.0,1,0,University of Minnesota Twin Cities,2015,32,0
13895,0,0,0.0,150.0,166.0,0,0,University of Minnesota Twin Cities,2013,32,0
13896,2,0,2.0,159.0,162.0,1,0,University of Minnesota Twin Cities,2014,32,0
13897,0,0,0.0,152.0,161.0,0,0,University of Minnesota Twin Cities,2014,32,0
13898,0,6,6.0,156.0,167.0,0,0,University of Minnesota Twin Cities,2015,32,0
13899,0,0,5.0,159.0,162.0,0,0,University of Minnesota Twin Cities,2014,32,0
13900,0,34,0.0,153.0,164.0,0,0,University of Minnesota Twin Cities,2015,32,0
13901,0,0,0.0,147.0,158.0,0,0,University of Minnesota Twin Cities,2012,32,0
13902,0,0,0.0,149.0,164.0,0,0,University of Minnesota Twin Cities,2013,32,0
13903,0,0,0.0,149.0,166.0,0,0,University of Minnesota Twin Cities,2007,32,0
13904,0,0,0.0,150.0,163.0,0,0,University of Minnesota Twin Cities,2013,32,0
13905,0,33,6.0,150.0,170.0,1,0,University of Minnesota Twin Cities,2015,32,0
13906,0,12,0.0,157.0,168.0,0,0,University of Minnesota Twin Cities,2015,32,0
13907,0,0,0.0,161.0,168.0,0,0,University of Minnesota Twin Cities,2014,32,0
13908,0,0,0.0,155.0,161.0,0,0,University of Minnesota Twin Cities,2013,32,0
13909,0,19,96.0,155.0,169.0,0,0,University of Minnesota Twin Cities,2014,32,0
13910,0,0,0.0,153.0,156.0,0,0,University of Minnesota Twin Cities,2012,32,0
13911,0,0,0.0,159.0,169.0,0,0,University of Minnesota Twin Cities,2014,32,0
13912,0,0,0.0,155.0,164.0,0,0,University of Minnesota Twin Cities,2013,32,0
13913,0,0,0.0,159.0,170.0,0,0,University of Minnesota Twin Cities,2013,32,0
13914,0,0,0.0,152.0,161.0,0,0,University of Minnesota Twin Cities,2011,32,0
13915,0,0,0.0,157.0,169.0,0,0,University of Minnesota Twin Cities,2013,32,0
13916,0,0,0.0,155.0,161.0,0,0,University of Minnesota Twin Cities,2012,32,0
13917,0,0,0.0,158.0,166.0,0,0,University of Minnesota Twin Cities,2006,32,0
13918,0,0,0.0,144.0,160.0,0,0,University of Minnesota Twin Cities,2015,32,0
13919,0,0,0.0,151.0,159.0,0,0,University of Minnesota Twin Cities,2011,32,0
13920,0,0,0.0,147.0,162.0,0,0,University of Minnesota Twin Cities,2013,32,0
13921,0,0,0.0,164.0,165.0,0,0,University of Minnesota Twin Cities,2013,32,0
13922,12,0,12.0,149.0,153.0,0,1,University of Minnesota Twin Cities,2015,32,0
13923,0,0,0.0,151.0,166.0,0,0,University of Minnesota Twin Cities,2012,32,0
13924,0,17,3.0,151.0,163.0,0,0,University of Minnesota Twin Cities,2015,32,0
13925,0,16,0.0,148.0,161.0,0,0,University of Minnesota Twin Cities,2014,32,0
13926,0,0,0.0,148.0,161.0,1,2,University of Minnesota Twin Cities,2014,32,0
13927,0,0,0.0,162.0,164.0,0,0,University of Minnesota Twin Cities,2012,32,0
13928,0,0,0.0,160.0,166.0,0,0,University of Minnesota Twin Cities,2013,32,0
13929,0,0,0.0,160.0,164.0,0,0,University of Minnesota Twin Cities,2011,32,0
13930,0,0,0.0,165.0,167.0,0,0,University of Minnesota Twin Cities,2013,32,0
13931,0,0,0.0,161.0,157.0,0,0,University of Minnesota Twin Cities,2011,32,0
13932,0,0,0.0,147.0,163.0,0,0,University of Minnesota Twin Cities,,32,0
13933,0,0,0.0,149.0,161.0,0,0,University of Minnesota Twin Cities,2013,32,0
13934,0,0,0.0,156.0,159.0,0,0,University of Minnesota Twin Cities,2012,32,0
13935,0,0,0.0,163.0,161.0,0,0,University of Minnesota Twin Cities,2012,32,0
13936,0,0,1.0,152.0,170.0,0,0,University of Minnesota Twin Cities,2014,32,0
13937,0,0,0.0,164.0,170.0,0,0,University of Minnesota Twin Cities,2013,32,0
13938,0,0,0.0,153.0,163.0,0,0,University of Minnesota Twin Cities,13,32,0
13940,0,0,0.0,152.0,162.0,0,0,University of Minnesota Twin Cities,2014,32,0
13941,0,0,0.0,164.0,166.0,0,0,University of Minnesota Twin Cities,,32,0
13942,24,0,6.0,161.0,165.0,0,0,University of Minnesota Twin Cities,2014,32,0
13944,0,0,0.0,146.0,164.0,0,0,University of Minnesota Twin Cities,2011,32,0
13945,0,0,0.0,152.0,163.0,0,0,University of Minnesota Twin Cities,2012,32,0
13946,0,0,0.0,164.0,164.0,0,0,University of Minnesota Twin Cities,2012,32,0
13947,0,0,0.0,162.0,166.0,0,0,University of Minnesota Twin Cities,2006,32,0
13948,0,0,0.0,155.0,161.0,0,0,University of Minnesota Twin Cities,2014,32,0
13949,0,0,0.0,155.0,160.0,0,0,University of Minnesota Twin Cities,2012,32,0
13950,0,0,0.0,161.0,164.0,0,0,University of Minnesota Twin Cities,2012,32,0
13951,0,0,0.0,148.0,164.0,0,0,University of Minnesota Twin Cities,2014,32,0
13952,0,0,0.0,151.0,164.0,0,0,University of Minnesota Twin Cities,2013,32,0
13953,0,0,0.0,146.0,164.0,0,0,University of Minnesota Twin Cities,2014,32,0
13954,0,12,14.0,157.0,170.0,0,0,University of Minnesota Twin Cities,2015,32,0
13955,0,0,0.0,160.0,159.0,0,0,University of Minnesota Twin Cities,2012,32,0
13956,0,0,0.0,157.0,159.0,0,0,University of Minnesota Twin Cities,2013,32,0
13957,0,16,0.0,162.0,154.0,0,0,University of Minnesota Twin Cities,2015,32,0
13958,0,0,0.0,161.0,166.0,0,0,University of Minnesota Twin Cities,2012,32,0
13959,0,0,0.0,155.0,160.0,0,0,University of Minnesota Twin Cities,2011,32,0
13960,0,0,0.0,147.0,168.0,0,0,University of Minnesota Twin Cities,2013,32,0
13961,0,0,0.0,143.0,166.0,0,0,University of Minnesota Twin Cities,2011,32,0
13962,0,0,0.0,154.0,164.0,0,0,University of Minnesota Twin Cities,2011,32,0
13963,0,0,0.0,158.0,162.0,0,0,University of Minnesota Twin Cities,2012,32,0
13964,0,0,0.0,159.0,168.0,0,0,University of Minnesota Twin Cities,2014,32,0
13965,0,0,0.0,159.0,156.0,0,0,University of Minnesota Twin Cities,2011,32,0
13966,0,0,0.0,164.0,166.0,0,0,University of Minnesota Twin Cities,2012,32,0
13967,0,0,0.0,163.0,170.0,0,0,University of Minnesota Twin Cities,2015,32,0
13968,0,0,0.0,155.0,158.0,0,0,University of Minnesota Twin Cities,2011,32,0
13969,0,0,0.0,156.0,163.0,0,0,University of Minnesota Twin Cities,2012,32,0
13970,0,0,0.0,154.0,170.0,0,0,University of Minnesota Twin Cities,2014,32,0
13971,0,0,0.0,152.0,163.0,2,1,University of Minnesota Twin Cities,2014,32,0
13972,0,0,0.0,145.0,155.0,0,0,University of Minnesota Twin Cities,2014,32,0
13974,0,40,0.0,145.0,162.0,0,0,University of Minnesota Twin Cities,2015,32,0
13975,0,0,0.0,143.0,158.0,0,0,University of Minnesota Twin Cities,2011,32,0
13976,0,0,0.0,160.0,159.0,0,0,University of Minnesota Twin Cities,2011,32,0
13977,0,0,0.0,165.0,160.0,0,0,University of Minnesota Twin Cities,2010,32,0
13978,0,0,0.0,164.0,166.0,0,0,University of Minnesota Twin Cities,2010,32,0
13979,0,0,0.0,162.0,155.0,0,0,University of Minnesota Twin Cities,2012,32,0
13980,0,21,2.0,152.0,168.0,0,0,University of Minnesota Twin Cities,2015,32,0
13981,0,0,0.0,161.0,163.0,0,0,University of Minnesota Twin Cities,2013,32,0
13982,0,0,0.0,144.0,167.0,0,0,University of Minnesota Twin Cities,2013,32,0
13983,0,0,0.0,153.0,164.0,0,0,University of Minnesota Twin Cities,2011,32,0
13984,0,0,0.0,158.0,161.0,0,0,University of Minnesota Twin Cities,2012,32,0
13985,0,0,0.0,163.0,163.0,0,0,University of Minnesota Twin Cities,2012,32,0
13986,0,46,0.0,158.0,170.0,0,0,University of Minnesota Twin Cities,2015,32,0
13987,0,60,0.0,157.0,161.0,0,0,University of Minnesota Twin Cities,2015,32,0
13988,0,0,0.0,165.0,166.0,0,0,University of Minnesota Twin Cities,2011,32,0
13989,0,0,0.0,162.0,159.0,0,0,University of Minnesota Twin Cities,2011,32,0
13990,0,0,0.0,165.0,163.0,0,0,University of Minnesota Twin Cities,2012,32,0
13991,0,36,2.0,150.0,164.0,0,0,University of Minnesota Twin Cities,2014,32,0
13992,0,0,0.0,157.0,168.0,0,0,University of Minnesota Twin Cities,2013,32,0
13993,0,0,0.0,154.0,160.0,0,0,University of Minnesota Twin Cities,2012,32,0
13994,0,0,0.0,165.0,164.0,0,0,University of Minnesota Twin Cities,2014,32,0
13995,6,12,4.0,161.0,170.0,1,1,University of Minnesota Twin Cities,2015,32,0
13996,0,30,0.0,148.0,163.0,0,0,University of Minnesota Twin Cities,2015,32,0
13997,0,0,0.0,154.0,166.0,0,0,University of Minnesota Twin Cities,2011,32,0
13998,0,0,0.0,158.0,166.0,0,0,University of Minnesota Twin Cities,2013,32,0
13999,0,0,0.0,157.0,162.0,0,0,University of Minnesota Twin Cities,2013,32,0
14000,0,0,0.0,159.0,170.0,0,0,University of Minnesota Twin Cities,2013,32,0
14001,0,0,0.0,145.0,159.0,0,0,University of Minnesota Twin Cities,,32,0
14002,0,0,0.0,145.0,163.0,0,0,University of Minnesota Twin Cities,2015,32,0
14003,0,0,4.0,152.0,166.0,0,0,University of Minnesota Twin Cities,2015,32,0
14004,0,20,2.0,161.0,165.0,0,1,University of Minnesota Twin Cities,2014,32,0
14005,0,22,0.0,163.0,158.0,0,0,University of Minnesota Twin Cities,2014,32,0
14006,0,0,0.0,157.0,158.0,0,0,University of Minnesota Twin Cities,2014,32,0
14007,0,0,0.0,150.0,162.0,0,0,University of Minnesota Twin Cities,2013,32,0
14008,0,0,0.0,155.0,164.0,0,0,University of Minnesota Twin Cities,2013,32,0
14009,0,0,0.0,152.0,156.0,0,0,University of Minnesota Twin Cities,2014,32,0
14010,0,0,0.0,154.0,166.0,0,0,University of Minnesota Twin Cities,2006,32,0
14011,0,0,1.0,152.0,167.0,0,0,University of Minnesota Twin Cities,2015,32,0
14012,0,0,0.0,154.0,157.0,0,0,University of Minnesota Twin Cities,2013,32,0
14013,0,0,0.0,161.0,156.0,0,0,University of Minnesota Twin Cities,2011,32,0
14014,0,0,0.0,150.0,168.0,0,0,University of Minnesota Twin Cities,2014,32,0
14015,0,0,0.0,154.0,163.0,0,0,University of Minnesota Twin Cities,2011,32,0
14016,0,31,0.0,161.0,167.0,0,0,University of Minnesota Twin Cities,2015,32,0
14017,0,0,0.0,160.0,166.0,0,0,University of Minnesota Twin Cities,2013,32,0
14018,6,0,0.0,154.0,161.0,0,0,University of Minnesota Twin Cities,2015,32,0
14019,0,0,0.0,155.0,160.0,0,0,University of Minnesota Twin Cities,2012,32,0
14020,7,0,6.0,144.0,158.0,0,4,University of Minnesota Twin Cities,2014,32,0
14021,0,29,0.0,163.0,156.0,0,0,University of Minnesota Twin Cities,2014,32,0
14022,0,0,0.0,169.0,166.0,0,0,University of Minnesota Twin Cities,2007,32,0
14023,0,0,0.0,144.0,158.0,0,0,University of Minnesota Twin Cities,2014,32,0
14024,0,0,0.0,157.0,161.0,0,0,University of Minnesota Twin Cities,2014,32,0
14025,0,0,0.0,161.0,157.0,0,0,University of Minnesota Twin Cities,2013,32,0
14026,0,7,1.0,163.0,165.0,0,0,University of Minnesota Twin Cities,2015,32,0
14027,0,0,0.0,160.0,164.0,0,0,University of Minnesota Twin Cities,2011,32,0
14028,0,0,0.0,149.0,159.0,0,0,University of Minnesota Twin Cities,2014,32,0
14029,0,0,0.0,161.0,164.0,0,0,University of Minnesota Twin Cities,2011,32,0
14030,0,0,0.0,149.0,160.0,0,0,University of Minnesota Twin Cities,2011,32,0
14031,0,0,0.0,152.0,165.0,0,0,University of Minnesota Twin Cities,2013,32,0
14032,0,0,0.0,166.0,166.0,0,0,University of Minnesota Twin Cities,2013,32,0
14033,0,0,0.0,164.0,166.0,0,0,University of Minnesota Twin Cities,2011,32,0
14034,0,0,0.0,143.0,166.0,0,0,University of Minnesota Twin Cities,2012,32,0
14035,0,0,0.0,151.0,162.0,1,1,University of Minnesota Twin Cities,2015,32,0
14036,0,0,0.0,156.0,166.0,0,0,University of Minnesota Twin Cities,2012,32,0
14037,0,0,0.0,156.0,167.0,0,0,University of Minnesota Twin Cities,2014,32,0
14038,0,46,0.0,151.0,161.0,1,0,University of Minnesota Twin Cities,2014,32,0
14039,0,0,0.0,169.0,160.0,0,0,University of Minnesota Twin Cities,2008,32,0
14040,0,0,0.0,164.0,163.0,0,0,University of Minnesota Twin Cities,2012,32,0
14041,0,0,0.0,159.0,161.0,0,0,University of Minnesota Twin Cities,2012,32,0
14042,0,0,0.0,158.0,157.0,0,0,University of Minnesota Twin Cities,2012,32,0
14043,0,0,0.0,155.0,170.0,0,0,University of Minnesota Twin Cities,2014,32,0
14044,0,0,0.0,157.0,166.0,0,0,University of Minnesota Twin Cities,2014,32,0
14045,0,0,0.0,150.0,162.0,0,0,University of Minnesota Twin Cities,2014,32,0
14046,0,0,0.0,164.0,166.0,0,0,University of Minnesota Twin Cities,2011,32,0
14047,0,0,0.0,162.0,169.0,0,0,University of Minnesota Twin Cities,2012,32,0
14048,0,0,0.0,158.0,164.0,0,0,University of Minnesota Twin Cities,2014,32,0
14049,0,0,0.0,168.0,166.0,0,0,University of Minnesota Twin Cities,2011,32,0
14050,0,0,0.0,158.0,166.0,0,0,University of Minnesota Twin Cities,2012,32,0
14051,0,0,12.0,153.0,161.0,0,0,University of Minnesota Twin Cities,2015,32,0
14052,0,0,0.0,156.0,166.0,0,0,University of Minnesota Twin Cities,2011,32,0
14053,0,0,0.0,156.0,166.0,0,0,University of Minnesota Twin Cities,2011,32,0
14054,0,0,0.0,165.0,166.0,0,0,University of Minnesota Twin Cities,2013,32,0
14055,0,0,0.0,148.0,164.0,0,0,University of Minnesota Twin Cities,2014,32,0
14056,0,0,0.0,154.0,164.0,0,0,University of Minnesota Twin Cities,2012,32,0
14057,0,0,0.0,161.0,169.0,0,0,University of Minnesota Twin Cities,2013,32,0
14058,0,0,0.0,154.0,157.0,0,0,University of Minnesota Twin Cities,2011,32,0
14059,0,0,0.0,160.0,166.0,0,0,University of Minnesota Twin Cities,2011,32,0
14060,0,0,0.0,151.0,160.0,0,0,University of Minnesota Twin Cities,2010,32,0
14061,0,0,0.0,154.0,159.0,0,0,University of Minnesota Twin Cities,2012,32,0
14062,0,0,0.0,160.0,160.0,0,0,University of Minnesota Twin Cities,2012,32,0
14063,0,0,0.0,160.0,170.0,0,0,University of Minnesota Twin Cities,2012,32,0
14064,0,0,0.0,156.0,155.0,0,0,University of Minnesota Twin Cities,2013,32,0
14065,0,0,0.0,157.0,155.0,0,0,University of Minnesota Twin Cities,2011,32,0
14066,0,24,0.0,150.0,161.0,0,0,University of Minnesota Twin Cities,2014,32,0
14067,0,0,0.0,147.0,161.0,0,0,University of Minnesota Twin Cities,2014,32,0
14068,0,0,0.0,154.0,162.0,0,0,University of Minnesota Twin Cities,2014,32,0
14069,0,0,0.0,168.0,166.0,0,0,University of Minnesota Twin Cities,2013,32,0
14070,0,0,0.0,157.0,161.0,0,0,University of Minnesota Twin Cities,2011,32,0
14071,0,25,0.0,158.0,166.0,0,0,University of Minnesota Twin Cities,2015,32,0
14072,0,24,2.0,162.0,166.0,0,1,University of Minnesota Twin Cities,2014,32,0
14073,0,0,0.0,154.0,160.0,0,0,University of Minnesota Twin Cities,2011,32,0
14074,0,0,0.0,156.0,164.0,0,0,University of Minnesota Twin Cities,2012,32,0
14075,0,0,0.0,160.0,164.0,0,0,University of Minnesota Twin Cities,2011,32,0
14076,0,11,2.0,147.0,163.0,0,2,University of Minnesota Twin Cities,,32,0
14077,0,0,0.0,158.0,164.0,0,0,University of Minnesota Twin Cities,2011,32,0
14078,0,0,0.0,153.0,161.0,0,0,University of Minnesota Twin Cities,2012,32,0
14079,0,0,0.0,164.0,166.0,0,0,University of Minnesota Twin Cities,2012,32,0
14080,0,0,0.0,169.0,166.0,0,0,University of Minnesota Twin Cities,2006,32,0
14081,0,0,0.0,162.0,160.0,0,0,University of Minnesota Twin Cities,2012,32,0
14082,0,0,0.0,160.0,166.0,0,0,University of Minnesota Twin Cities,2011,32,0
14083,0,0,0.0,150.0,163.0,0,0,University of Minnesota Twin Cities,2013,32,0
14084,0,0,0.0,154.0,161.0,0,0,University of Minnesota Twin Cities,2013,32,0
14085,0,0,0.0,162.0,166.0,0,0,University of Minnesota Twin Cities,2012,32,0
14086,0,0,0.0,162.0,166.0,0,0,University of Minnesota Twin Cities,2011,32,0
14087,0,0,0.0,163.0,166.0,0,0,University of Minnesota Twin Cities,2006,32,0
14088,0,0,0.0,158.0,163.0,0,0,University of Minnesota Twin Cities,2013,32,0
14089,0,0,0.0,154.0,165.0,0,0,University of Minnesota Twin Cities,2012,32,0
14090,0,0,0.0,161.0,168.0,0,0,University of Minnesota Twin Cities,2013,32,0
14091,0,0,0.0,155.0,155.0,0,0,University of Minnesota Twin Cities,2012,32,0
14092,0,0,0.0,152.0,159.0,0,0,University of Minnesota Twin Cities,2013,32,0
14093,0,54,6.0,160.0,163.0,0,0,University of Minnesota Twin Cities,2015,32,0
14094,0,0,0.0,161.0,163.0,0,0,University of Minnesota Twin Cities,2012,32,0
14095,24,24,12.0,154.0,161.0,0,1,University of Minnesota Twin Cities,2014,32,0
14096,0,0,0.0,156.0,164.0,0,0,University of Minnesota Twin Cities,2011,32,0
14097,0,0,0.0,149.0,165.0,0,0,University of Minnesota Twin Cities,2013,32,0
14098,0,0,0.0,167.0,166.0,0,0,University of Minnesota Twin Cities,2012,32,0
14099,0,0,0.0,153.0,166.0,0,0,University of Minnesota Twin Cities,2011,32,0
14100,0,0,0.0,149.0,164.0,0,0,University of Minnesota Twin Cities,2014,32,0
14101,0,0,0.0,157.0,168.0,0,0,University of Minnesota Twin Cities,2014,32,0
14102,0,0,0.0,158.0,166.0,0,0,University of Minnesota Twin Cities,2011,32,0
14103,0,36,0.0,160.0,161.0,0,0,University of Minnesota Twin Cities,2015,32,0
14104,0,60,0.0,152.0,160.0,0,0,University of Minnesota Twin Cities,2014,32,0
14105,0,0,0.0,162.0,161.0,0,0,University of Minnesota Twin Cities,2011,32,0
14106,0,0,0.0,155.0,165.0,0,0,University of Minnesota Twin Cities,2014,32,0
14107,0,0,0.0,153.0,168.0,0,0,University of Minnesota Twin Cities,2013,32,0
14108,0,0,0.0,151.0,160.0,0,0,University of Minnesota Twin Cities,2014,32,0
14110,0,0,0.0,157.0,156.0,0,0,University of Minnesota Twin Cities,2011,32,0
14111,0,0,0.0,158.0,166.0,0,0,University of Minnesota Twin Cities,2012,32,0
14112,0,0,0.0,151.0,159.0,0,0,University of Minnesota Twin Cities,2012,32,0
14113,0,0,0.0,153.0,158.0,0,0,University of Minnesota Twin Cities,2012,32,0
14114,0,0,0.0,152.0,164.0,0,0,University of Minnesota Twin Cities,2013,32,0
14115,0,0,0.0,155.0,160.0,0,0,University of Minnesota Twin Cities,2012,32,0
14116,0,0,0.0,159.0,160.0,0,0,University of Minnesota Twin Cities,2011,32,0
14117,0,14,0.0,165.0,167.0,0,0,University of Minnesota Twin Cities,2015,32,0
14118,0,0,0.0,145.0,161.0,0,0,University of Minnesota Twin Cities,2013,32,0
14119,0,0,0.0,150.0,165.0,0,0,University of Minnesota Twin Cities,2014,32,0
14120,0,0,0.0,157.0,164.0,0,0,University of Minnesota Twin Cities,2013,32,0
14121,0,0,0.0,158.0,160.0,0,0,University of Minnesota Twin Cities,2012,32,0
14122,0,0,0.0,146.0,160.0,0,0,University of Minnesota Twin Cities,2013,32,0
14123,0,0,0.0,164.0,161.0,0,0,University of Minnesota Twin Cities,2011,32,0
14124,0,0,0.0,147.0,163.0,0,0,University of Minnesota Twin Cities,2012,32,0
14125,0,0,0.0,162.0,159.0,0,0,University of Minnesota Twin Cities,2012,32,0
14126,0,0,0.0,150.0,164.0,0,0,University of Minnesota Twin Cities,2013,32,0
14127,0,0,0.0,151.0,159.0,0,0,University of Minnesota Twin Cities,2012,32,0
14128,0,0,0.0,168.0,166.0,0,0,University of Minnesota Twin Cities,2006,32,0
14129,11,40,2.0,165.0,169.0,2,0,University of Michigan Ann Arbor,2014,6,1
14130,0,24,2.0,159.0,170.0,0,1,University of Michigan Ann Arbor,2015,6,1
14131,0,0,0.0,91.0,99.0,0,0,University of Michigan Ann Arbor,2013,6,1
